"[all run data]","count turtles","count basics","count experts","count turtles","count basics","count experts","count turtles","count basics","count experts","count turtles","count basics","count experts","count turtles","count basics","count experts","count turtles","count basics","count experts","count turtles","count basics","count experts","count turtles","count basics","count experts","count turtles","count basics","count experts","count turtles","count basics","count experts"
,"35","10","25","35","10","25","35","10","25","35","10","25","35","10","25","35","10","25","35","10","25","35","10","25","35","10","25","35","10","25"
,"16","2","14","14","3","11","15","1","14","14","1","13","19","1","18","17","4","13","14","1","13","12","2","10","13","3","10","13","3","10"
,"16","2","14","14","3","11","15","1","14","14","1","13","19","1","18","17","4","13","14","1","13","12","2","10","13","3","10","13","3","10"
,"16","2","14","14","3","11","15","1","14","14","1","13","19","1","18","17","4","13","14","1","13","12","1","11","13","3","10","13","3","10"
,"16","2","14","14","3","11","15","1","14","14","1","13","19","1","18","17","4","13","14","1","13","12","1","11","13","4","9","13","3","10"
,"16","2","14","14","3","11","15","1","14","14","1","13","19","1","18","17","4","13","14","1","13","12","1","11","13","4","9","13","3","10"
,"16","1","15","14","3","11","15","1","14","14","1","13","19","1","18","17","4","13","14","1","13","12","1","11","13","4","9","13","3","10"
,"16","1","15","14","3","11","15","1","14","14","1","13","19","1","18","17","4","13","14","1","13","12","1","11","13","4","9","12","2","10"
,"16","1","15","14","3","11","15","1","14","14","1","13","19","1","18","17","4","13","14","1","13","12","1","11","13","4","9","12","2","10"
,"16","1","15","14","3","11","15","1","14","14","1","13","19","1","18","17","4","13","14","1","13","12","1","11","13","4","9","12","2","10"
,"16","1","15","14","3","11","15","1","14","14","1","13","19","1","18","17","4","13","14","1","13","12","1","11","13","4","9","12","2","10"
,"16","1","15","14","3","11","15","1","14","14","1","13","19","1","18","17","4","13","14","1","13","12","1","11","13","4","9","12","2","10"
,"16","1","15","14","3","11","15","1","14","14","1","13","19","1","18","17","4","13","14","1","13","12","1","11","13","4","9","12","2","10"
,"15","1","14","14","3","11","15","1","14","14","1","13","19","1","18","17","4","13","13","1","12","12","1","11","13","4","9","12","2","10"
,"15","1","14","14","3","11","15","1","14","14","1","13","19","1","18","16","4","12","13","1","12","12","1","11","13","4","9","12","2","10"
,"15","1","14","14","4","10","15","1","14","14","1","13","19","1","18","16","4","12","13","1","12","12","1","11","13","4","9","12","2","10"
,"15","1","14","14","4","10","15","1","14","14","1","13","19","1","18","16","4","12","13","1","12","12","1","11","13","4","9","12","2","10"
,"15","1","14","14","4","10","15","1","14","14","1","13","19","1","18","16","4","12","13","1","12","12","1","11","13","4","9","12","1","11"
,"15","1","14","14","4","10","15","1","14","14","1","13","19","1","18","16","4","12","13","1","12","11","0","11","13","4","9","12","1","11"
,"15","1","14","14","4","10","15","1","14","14","1","13","19","1","18","16","4","12","13","1","12","11","0","11","13","4","9","12","1","11"
,"15","1","14","13","3","10","15","1","14","14","2","12","19","1","18","16","4","12","13","1","12","11","0","11","13","4","9","12","1","11"
,"15","1","14","13","3","10","15","1","14","14","2","12","19","1","18","16","4","12","13","1","12","11","0","11","13","4","9","12","1","11"
,"15","1","14","13","3","10","15","1","14","14","2","12","19","1","18","16","4","12","13","1","12","11","0","11","13","4","9","12","1","11"
,"15","1","14","13","3","10","15","1","14","14","2","12","19","1","18","16","4","12","13","1","12","11","0","11","13","4","9","12","1","11"
